-33.8606304286,151.204775929
52.3729639903,4.89231722258
25.8456722643,-80.3188905964
51.5029912609,-0.12553728871
33.8098779553,-118.148923807
25.78581242,-80.2179380368
25.7053497211,-80.2834287382
26.0100982493,-80.1999905857
33.8883253428,-118.048928172
33.8729860116,-118.362091147
33.9725748214,-118.168370667
26.1388437868,-80.3343468368
33.983935874,-118.007404973
26.1208626586,-80.1589066802
33.8173064339,-117.891249171
34.0603975546,-118.248709027
33.6743026598,-117.858789268
26.200584641,-80.2507161256
34.0354869531,-118.438997719
34.1314601492,-118.118011806
